Observation_id_boris,Observation.id,Subject,Behavior,Modifier_general,Modifier_specific,Behavior_type,Start_sec,Stop_sec,Duration_sec
2017-06-29_18C_r5_PNB18CB_B_proofed,2017-06-29_18C_r5_PNB18CB_B,SGBY,feeding chicks,unidentified,too small,POINT,332.406,332.406,NA
2017-06-29_18C_r5_PNB18CB_B_proofed,2017-06-29_18C_r5_PNB18CB_B,SGBY,feeding chicks,unidentified,too small,POINT,567.843,567.843,NA
2017-06-29_18C_r5_PNB18CB_B_proofed,2017-06-29_18C_r5_PNB18CB_B,SGBY,feeding chicks,unidentified,too small,POINT,1474.549,1474.549,NA
2017-06-29_18C_r5_PNB18CB_B_proofed,2017-06-29_18C_r5_PNB18CB_B,SGBY,feeding chicks,unidentified,too small,POINT,1551.726,1551.726,NA
2017-06-29_18C_r5_PNB18CB_B_proofed,2017-06-29_18C_r5_PNB18CB_B,SGBY,feeding chicks,unidentified,too small,POINT,1624.698,1624.698,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,7.628,7.628,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,99.327,99.327,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,391.316,391.316,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,504.676,504.676,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,605.441,605.441,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,612.166,612.166,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,653.666,653.666,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,724.291,724.291,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,780.142,780.142,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,802.117,802.117,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,846.216,846.216,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,908.842,908.842,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,1119.221,1119.221,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,1204.032,1204.032,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,1232.254,1232.254,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,1291.756,1291.756,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,1378.332,1378.332,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,1496.531,1496.531,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,1599.732,1599.732,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,1845.743,1845.743,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,2084.781,2084.781,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,2127.081,2127.081,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,2134.682,2134.682,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,2379.017,2379.017,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,2566.831,2566.831,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,2581.632,2581.632,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,2723.029,2723.029,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,2748.26,2748.26,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,2782.388,2782.388,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,3255.93,3255.93,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,3274.667,3274.667,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,3416.49,3416.49,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,3434.368,3434.368,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,head out,,,POINT,3474.568,3474.568,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,calling,chur-chur-chur,,POINT,100.928,100.928,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,calling,chur-chur-chur,,POINT,804.042,804.042,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,chick,calling,chur-chur-chur,,POINT,2728.935,2728.935,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,ROSO,stat,,,STATE,2005.032,2022.281,17.249
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,ROSO,stat,,,STATE,2476.331,2479.855,3.524
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,ROSO,feeding chicks,fruit,blackberry,POINT,846.147,846.147,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,ROSO,feeding chicks,fruit,huckle or blueberry,POINT,1998.698,1998.698,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,ROSO,feeding chicks,fruit,huckle or blueberry,POINT,2143.242,2143.242,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,ROSO,feeding chicks,fruit,huckle or blueberry,POINT,2473.272,2473.272,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,ROSO,feeding chicks,unidentified,obscured,POINT,943.043,943.043,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,ROSO,feeding chicks,unidentified,obscured,POINT,1373.172,1373.172,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,ROSO,feeding chicks,unidentified,too small,POINT,2587.086,2587.086,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,ROSO,cleaning nest,,,POINT,2492.591,2492.591,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,ROSO,cleaning nest,,,POINT,2621.621,2621.621,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,ROSO,in cavity,None,,STATE,2480.078,2493.092,13.014
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,ROSO,in cavity,None,,STATE,2591.782,2621.62,29.838
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,stat,,,STATE,103.829,329.319,225.49
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,stat,,,STATE,1059.681,1099.807,40.126
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,stat,,,STATE,2028.631,2070.906,42.275
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,stat,,,STATE,2162.606,2171.531,8.925
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,stat,,,STATE,2216.432,2245.781,29.349
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,stat,,,STATE,2348.981,2357.082,8.101
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,stat,,,STATE,2638.71,2654.885,16.175
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,stat,,,STATE,2881.571,2892.194,10.623
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,feeding chicks,insect,unidentifiable,POINT,2345.344,2345.344,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,feeding chicks,insect,unidentifiable,POINT,2878.177,2878.177,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,feeding chicks,unidentified,obscured,POINT,1016.817,1016.817,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,feeding chicks,unidentified,obscured,POINT,1281.581,1281.581,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,feeding chicks,unidentified,obscured,POINT,2212.011,2212.011,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,feeding chicks,unidentified,obscured,POINT,2312.311,2312.311,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,feeding chicks,unidentified,obscured,POINT,2634.934,2634.934,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,feeding chicks,unidentified,too small,POINT,115.189,115.189,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,feeding chicks,unidentified,too small,POINT,930.391,930.391,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,feeding chicks,unidentified,too small,POINT,961.761,961.761,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,feeding chicks,unidentified,too small,POINT,1213.713,1213.713,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,feeding chicks,unidentified,too small,POINT,1386.986,1386.986,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,feeding chicks,unidentified,too small,POINT,2022.021,2022.021,NA
2017-06-29_18C_r5_PNB18CB_C_proofed,2017-06-29_18C_r5_PNB18CB_C,SGBY,feeding chicks,unidentified,too small,POINT,2156.077,2156.077,NA
2017-06-29_18C_r5_PNB18CB_D_proofed,2017-06-29_18C_r5_PNB18CB_D,chick,head out,,,POINT,7.275,7.275,NA
2017-06-29_18C_r5_PNB18CB_D_proofed,2017-06-29_18C_r5_PNB18CB_D,ROSO,feeding chicks,fruit,huckle or blueberry,POINT,170.872,170.872,NA
2017-06-30_18C_r5_N1718CA2_A_proofed,2017-06-30_18C_r5_N1718CA2_A,BUSY,feeding chicks,insect,unidentifiable,POINT,1762.361,1762.361,NA
2017-06-30_18C_r5_N1718CA2_A_proofed,2017-06-30_18C_r5_N1718CA2_A,BUSY,feeding chicks,insect,unidentifiable,POINT,3269.412,3269.412,NA
2017-06-30_18C_r5_N1718CA2_A_proofed,2017-06-30_18C_r5_N1718CA2_A,chick,head out,,,POINT,562.238,562.238,NA
2017-06-30_18C_r5_N1718CA2_A_proofed,2017-06-30_18C_r5_N1718CA2_A,chick,head out,,,POINT,1597.833,1597.833,NA
2017-06-30_18C_r5_N1718CA2_A_proofed,2017-06-30_18C_r5_N1718CA2_A,chick,head out,,,POINT,1776.268,1776.268,NA
2017-06-30_18C_r5_N1718CA2_A_proofed,2017-06-30_18C_r5_N1718CA2_A,chick,head out,,,POINT,1804.87,1804.87,NA
2017-06-30_18C_r5_N1718CA2_A_proofed,2017-06-30_18C_r5_N1718CA2_A,chick,head out,,,POINT,1903.819,1903.819,NA
2017-06-30_18C_r5_N1718CA2_A_proofed,2017-06-30_18C_r5_N1718CA2_A,chick,head out,,,POINT,1988.105,1988.105,NA
2017-06-30_18C_r5_N1718CA2_A_proofed,2017-06-30_18C_r5_N1718CA2_A,chick,head out,,,POINT,2083.479,2083.479,NA
2017-06-30_18C_r5_N1718CA2_A_proofed,2017-06-30_18C_r5_N1718CA2_A,chick,head out,,,POINT,2127.577,2127.577,NA
2017-06-30_18C_r5_N1718CA2_A_proofed,2017-06-30_18C_r5_N1718CA2_A,chick,head out,,,POINT,2533.975,2533.975,NA
2017-06-30_18C_r5_N1718CA2_A_proofed,2017-06-30_18C_r5_N1718CA2_A,chick,head out,,,POINT,2610.891,2610.891,NA
2017-06-30_18C_r5_N1718CA2_A_proofed,2017-06-30_18C_r5_N1718CA2_A,chick,head out,,,POINT,3127.182,3127.182,NA
2017-06-30_18C_r5_N1718CA2_A_proofed,2017-06-30_18C_r5_N1718CA2_A,chick,head out,,,POINT,3182.733,3182.733,NA
2017-06-30_18C_r5_N1718CA2_A_proofed,2017-06-30_18C_r5_N1718CA2_A,chick,head out,,,POINT,3284.779,3284.779,NA
2017-06-30_18C_r5_N1718CA2_B_proofed,2017-06-30_18C_r5_N1718CA2_B,BUSY,feeding chicks,insect,unidentifiable,POINT,2517.623,2517.623,NA
2017-06-30_18C_r5_N1718CA2_B_proofed,2017-06-30_18C_r5_N1718CA2_B,BUSY,feeding chicks,insect,unidentifiable,POINT,3182.73,3182.73,NA
2017-06-30_18C_r5_N1718CA2_B_proofed,2017-06-30_18C_r5_N1718CA2_B,SRUB,feeding chicks,fruit,blackberry,POINT,2374.08,2374.08,NA
2017-06-30_18C_r5_N1718CA2_B_proofed,2017-06-30_18C_r5_N1718CA2_B,SRUB,feeding chicks,fruit,unidentifiable,POINT,2878.392,2878.392,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,BUSY,feeding chicks,insect,unidentifiable,POINT,712.049,712.049,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,BUSY,feeding chicks,insect,unidentifiable,POINT,790.648,790.648,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,BUSY,feeding chicks,insect,unidentifiable,POINT,955.708,955.708,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,BUSY,feeding chicks,insect,unidentifiable,POINT,2980.078,2980.078,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,BUSY,feeding chicks,insect,unidentifiable,POINT,3477.375,3477.375,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,BUSY,feeding chicks,insect,unidentifiable,POINT,3600.342,3600.342,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,BUSY,feeding chicks,unidentified,obscured,POINT,3288.486,3288.486,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,BUSY,feeding chicks,unidentified,obscured,POINT,3726.323,3726.323,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,chick,head out,,,POINT,1.552,1.552,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,chick,head out,,,POINT,526.777,526.777,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,chick,head out,,,POINT,550.775,550.775,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,chick,head out,,,POINT,797.199,797.199,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,chick,head out,,,POINT,969.197,969.197,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,chick,head out,,,POINT,1004.649,1004.649,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,chick,head out,,,POINT,1174.948,1174.948,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,chick,head out,,,POINT,2992.714,2992.714,NA
2017-06-30_18C_r5_N1718CA2_C_proofed,2017-06-30_18C_r5_N1718CA2_C,SRUB,feeding chicks,insect,unidentifiable,POINT,505.506,505.506,NA
2017-06-30_18C_r5_N1718CA2_D_proofed,2017-06-30_18C_r5_N1718CA2_D,BUSY,feeding chicks,insect,unidentifiable,POINT,926.837,926.837,NA
2017-06-30_18C_r5_N1718CA2_D_proofed,2017-06-30_18C_r5_N1718CA2_D,BUSY,feeding chicks,insect,unidentifiable,POINT,1563.886,1563.886,NA
2017-06-30_18C_r5_N1718CA2_D_proofed,2017-06-30_18C_r5_N1718CA2_D,BUSY,feeding chicks,insect,unidentifiable,POINT,1609.089,1609.089,NA
2017-06-30_18C_r5_N1718CA2_D_proofed,2017-06-30_18C_r5_N1718CA2_D,BUSY,feeding chicks,unidentified,obscured,POINT,773.673,773.673,NA
2017-06-30_18C_r5_N1718CA2_D_proofed,2017-06-30_18C_r5_N1718CA2_D,BUSY,feeding chicks,unidentified,too small,POINT,738.086,738.086,NA
2017-06-30_18C_r5_N1718CA2_D_proofed,2017-06-30_18C_r5_N1718CA2_D,BUSY,feeding chicks,unidentified,too small,POINT,901.538,901.538,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,184.559,184.559,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,219.049,219.049,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,280.275,280.275,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,319.951,319.951,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,372.35,372.35,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,384.75,384.75,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,396.051,396.051,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,425.85,425.85,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,452.775,452.775,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,481.201,481.201,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,504.549,504.549,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,554.35,554.35,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,804.85,804.85,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,820.85,820.85,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,917.927,917.927,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1078.254,1078.254,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1176.651,1176.651,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1186.979,1186.979,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1212.86,1212.86,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1226.552,1226.552,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1295.877,1295.877,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1380.402,1380.402,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1451.553,1451.553,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1495.202,1495.202,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1541.154,1541.154,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1580.852,1580.852,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1693.003,1693.003,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1790.826,1790.826,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1937.502,1937.502,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1948.427,1948.427,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1972.804,1972.804,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,1992.706,1992.706,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,2000.627,2000.627,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,2021.826,2021.826,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,2109.675,2109.675,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,2150.527,2150.527,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,2375.786,2375.786,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,2421.485,2421.485,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,2502.834,2502.834,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,3339.133,3339.133,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,3586.357,3586.357,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,3691.706,3691.706,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,3738.131,3738.131,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,3739.806,3739.806,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,3749.032,3749.032,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,3752.382,3752.382,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,chick,head out,,,POINT,3758.608,3758.608,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,ROSO,stat,,,STATE,2332.987,2334.782,1.795
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,ROSO,feeding chicks,fruit,huckle or blueberry,POINT,2328.327,2328.327,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,ROSO,feeding chicks,unidentified,obscured,POINT,3839.036,3839.036,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,SGBY,head in,,,POINT,2529.744,2529.744,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,SGBY,head in,,,POINT,2918.865,2918.865,NA
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,SGBY,stat,,,STATE,2504.027,3080.599,576.572
2017-06-30_18C_r5_PNB18CB_A_proofed,2017-06-30_18C_r5_PNB18CB_A,SGBY,feeding chicks,unidentified,too small,POINT,2339.538,2339.538,NA
2017-06-30_18C_r5_PNB18CB_B_proofed,2017-06-30_18C_r5_PNB18CB_B,ROSO,feeding chicks,fruit,blackberry,POINT,1263.166,1263.166,NA
2017-06-30_18C_r5_PNB18CB_B_proofed,2017-06-30_18C_r5_PNB18CB_B,ROSO,feeding chicks,fruit,blackberry,POINT,2665.564,2665.564,NA
2017-06-30_18C_r5_PNB18CB_B_proofed,2017-06-30_18C_r5_PNB18CB_B,ROSO,feeding chicks,fruit,huckle or blueberry,POINT,261,261,NA
2017-06-30_18C_r5_PNB18CB_B_proofed,2017-06-30_18C_r5_PNB18CB_B,ROSO,feeding chicks,fruit,huckle or blueberry,POINT,443.847,443.847,NA
2017-06-30_18C_r5_PNB18CB_B_proofed,2017-06-30_18C_r5_PNB18CB_B,ROSO,feeding chicks,fruit,huckle or blueberry,POINT,551.015,551.015,NA
