Observation_id_boris,Observation.id,Subject,Behavior,Modifier_general,Modifier_specific,Behavior_type,Start_sec,Stop_sec,Duration_sec
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,head out,,,POINT,919.906,919.906,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,stat,,,STATE,855.1,875.362,20.262
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,stat,,,STATE,1595.368,1602.131,6.763
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,stat,,,STATE,2355.125,2377.627,22.502
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,feeding chicks,insect,grasshopper,POINT,2772.685,2772.685,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,feeding chicks,insect,lepidoptera,POINT,2190.713,2190.713,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,feeding chicks,insect,unidentifiable,POINT,855.055,855.055,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,feeding chicks,insect,unidentifiable,POINT,1592.391,1592.391,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,feeding chicks,insect,unidentifiable,POINT,1983.782,1983.782,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,feeding chicks,insect,unidentifiable,POINT,2243.464,2243.464,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,feeding chicks,insect,unidentifiable,POINT,2747.946,2747.946,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,feeding chicks,unidentified,unidentifiable,POINT,210.211,210.211,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,feeding chicks,unidentified,unidentifiable,POINT,904.181,904.181,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,feeding chicks,unidentified,unidentifiable,POINT,1368.768,1368.768,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,feeding chicks,unidentified,unidentifiable,POINT,2822.188,2822.188,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,feeding chicks,unidentified,unidentifiable,POINT,3322.075,3322.075,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,cleaning nest,,,POINT,943.481,943.481,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,cleaning nest,,,POINT,1397.657,1397.657,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,cleaning nest,,,POINT,2265.364,2265.364,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,cleaning nest,,,POINT,2862.26,2862.26,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,in cavity,None,,STATE,918.381,943.029,24.648
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,in cavity,None,,STATE,1377.277,1397.658,20.381
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,in cavity,None,,STATE,1998.097,2031.388,33.291
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,in cavity,None,,STATE,2250.07,2265.365,15.295
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,in cavity,None,,STATE,2783.654,2809.607,25.953
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,in cavity,None,,STATE,2833.231,2862.27,29.039
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,RYSG,in cavity,None,,STATE,3360.535,3362.501,1.966
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,SUOB,stat,,,STATE,1906.723,1914.622,7.899
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,SUOB,stat,,,STATE,2103.075,2114.248,11.173
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,SUOB,feeding chicks,fruit,huckle or blueberry,POINT,3121.62,3121.62,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,SUOB,feeding chicks,fruit,huckle or blueberry,POINT,3507.945,3507.945,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,SUOB,feeding chicks,insect,orthoptera,POINT,233.935,233.935,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,SUOB,feeding chicks,insect,unidentifiable,POINT,1904.604,1904.604,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,SUOB,feeding chicks,insect,unidentifiable,POINT,2099.798,2099.798,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,SUOB,feeding chicks,insect,unidentifiable,POINT,3390.254,3390.254,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,SUOB,feeding chicks,unidentified,unidentifiable,POINT,468.569,468.569,NA
2017-06-26_REC_r5_PN17REC1_A_proofed,2017-06-26_REC_r5_PN17REC1_A,SUOB,feeding chicks,unidentified,unidentifiable,POINT,722.122,722.122,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,head out,,,POINT,3016.61,3016.61,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,head out,,,POINT,3705.509,3705.509,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,stat,,,STATE,1209.741,1222.19,12.449
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,stat,,,STATE,1243.813,1248.639,4.826
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,feeding chicks,fruit,unidentifiable,POINT,927.206,927.206,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,feeding chicks,insect,unidentifiable,POINT,2247.221,2247.221,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,feeding chicks,insect,unidentifiable,POINT,2742.02,2742.02,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,feeding chicks,insect,unidentifiable,POINT,3158.363,3158.363,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,feeding chicks,unidentified,obscured,POINT,1378.776,1378.776,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,feeding chicks,unidentified,obscured,POINT,2282.513,2282.513,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,feeding chicks,unidentified,obscured,POINT,3559.967,3559.967,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,feeding chicks,unidentified,too small,POINT,1206.572,1206.572,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,feeding chicks,unidentified,too small,POINT,1491.982,1491.982,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,cleaning nest,,,POINT,1411.33,1411.33,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,cleaning nest,,,POINT,3775.9,3775.9,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,in cavity,None,,STATE,1383.749,1412.172,28.423
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,in cavity,None,,STATE,1501.301,1592.292,90.991
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,in cavity,None,,STATE,2764.963,3030.193,265.23
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,in cavity,None,,STATE,3174.872,3215.213,40.341
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,RYSG,in cavity,None,,STATE,3585.874,3776,190.126
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,fruit,huckle or blueberry,POINT,96.39,96.39,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,fruit,huckle or blueberry,POINT,1682.595,1682.595,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,fruit,huckle or blueberry,POINT,1731.424,1731.424,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,fruit,huckle or blueberry,POINT,2315.885,2315.885,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,fruit,huckle or blueberry,POINT,2676.114,2676.114,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,fruit,huckle or blueberry,POINT,2710.497,2710.497,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,fruit,huckle or blueberry,POINT,3446.634,3446.634,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,insect,lepidoptera,POINT,3253.328,3253.328,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,insect,unidentifiable,POINT,20.417,20.417,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,insect,unidentifiable,POINT,1595.094,1595.094,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,insect,unidentifiable,POINT,2625.943,2625.943,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,insect,unidentifiable,POINT,3217.367,3217.367,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,insect,unidentifiable,POINT,3346.521,3346.521,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,insect,unidentifiable,POINT,3827.035,3827.035,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,unidentified,too small,POINT,348.584,348.584,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,unidentified,too small,POINT,954.823,954.823,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,feeding chicks,unidentified,too small,POINT,1223.336,1223.336,NA
2017-06-26_REC_r5_PN17REC1_B_proofed,2017-06-26_REC_r5_PN17REC1_B,SUOB,in cavity,None,,STATE,1602.202,1605.605,3.403
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,head out,,,POINT,109.351,109.351,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,head out,,,POINT,226.955,226.955,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,head out,,,POINT,2624.991,2624.991,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,feeding chicks,insect,cockroach,POINT,196.953,196.953,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,feeding chicks,insect,unidentifiable,POINT,94.884,94.884,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,feeding chicks,insect,unidentifiable,POINT,839.198,839.198,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,feeding chicks,insect,unidentifiable,POINT,1110.61,1110.61,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,feeding chicks,insect,unidentifiable,POINT,2535.433,2535.433,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,feeding chicks,insect,unidentifiable,POINT,2619.692,2619.692,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,feeding chicks,unidentified,too small,POINT,2902.457,2902.457,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,feeding chicks,unidentified,too small,POINT,3652.053,3652.053,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,feeding chicks,unidentified,unidentifiable,POINT,2904.986,2904.986,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,cleaning nest,,,POINT,120.021,120.021,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,cleaning nest,,,POINT,293.594,293.594,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,cleaning nest,,,POINT,1126.426,1126.426,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,cleaning nest,,,POINT,2548.951,2548.951,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,cleaning nest,,,POINT,2822.02,2822.02,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,in cavity,None,,STATE,107.908,120.022,12.114
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,in cavity,None,,STATE,223.124,293.595,70.471
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,in cavity,None,,STATE,1119.175,1127.427,8.252
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,in cavity,None,,STATE,2543.302,2549.043,5.741
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,in cavity,None,,STATE,2623.641,2822.021,198.38
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,RYSG,in cavity,None,,STATE,3654.252,3872.268,218.016
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,SUOB,feeding chicks,fruit,huckle or blueberry,POINT,1326.669,1326.669,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,SUOB,feeding chicks,insect,lepidoptera,POINT,176.789,176.789,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,SUOB,feeding chicks,insect,lepidoptera,POINT,295.78,295.78,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,SUOB,feeding chicks,insect,unidentifiable,POINT,568.879,568.879,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,SUOB,feeding chicks,insect,unidentifiable,POINT,1897.196,1897.196,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,SUOB,feeding chicks,insect,unidentifiable,POINT,2348.948,2348.948,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,SUOB,feeding chicks,insect,unidentifiable,POINT,3298.496,3298.496,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,SUOB,feeding chicks,insect,unidentifiable,POINT,3625.326,3625.326,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,SUOB,feeding chicks,unidentified,too small,POINT,1453.453,1453.453,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,SUOB,feeding chicks,unidentified,unidentifiable,POINT,411.412,411.412,NA
2017-06-26_REC_r5_PN17REC1_C_proofed,2017-06-26_REC_r5_PN17REC1_C,SUOB,feeding chicks,unidentified,unidentifiable,POINT,1269.068,1269.068,NA
2017-06-26_REC_r5_PN17REC1_D_proofed,2017-06-26_REC_r5_PN17REC1_D,RYSG,in cavity,None,,STATE,0,64.165,64.165
2017-06-26_REC_r5_PN17REC1_D_proofed,2017-06-26_REC_r5_PN17REC1_D,SUOB,feeding chicks,insect,unidentifiable,POINT,158.177,158.177,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,434.828,434.828,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,707.957,707.957,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,749.793,749.793,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,847.068,847.068,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,856.818,856.818,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,925.22,925.22,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1127.797,1127.797,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1134.243,1134.243,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1243.822,1243.822,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1286.972,1286.972,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1376.897,1376.897,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1438.772,1438.772,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1448.647,1448.647,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1497.047,1497.047,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1596.371,1596.371,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1638.196,1638.196,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1664.596,1664.596,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1722.496,1722.496,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1778.221,1778.221,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1849.996,1849.996,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1854.396,1854.396,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1864.021,1864.021,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1904.171,1904.171,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,1932.846,1932.846,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,2883.596,2883.596,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,3015.145,3015.145,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,3607.521,3607.521,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,3676.746,3676.746,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,3682.899,3682.899,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head in,,,POINT,3803.295,3803.295,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,3.138,3.138,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,512.776,512.776,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,711.004,711.004,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,738.476,738.476,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,757.819,757.819,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,854.368,854.368,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,890.947,890.947,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,965.345,965.345,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1132.643,1132.643,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1204.121,1204.121,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1282.022,1282.022,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1359.022,1359.022,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1418.697,1418.697,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1445.622,1445.622,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1452.772,1452.772,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1535.822,1535.822,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1627.996,1627.996,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1659.646,1659.646,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1681.646,1681.646,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1723.871,1723.871,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1836.246,1836.246,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1850.821,1850.821,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1863.746,1863.746,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1899.221,1899.221,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,1917.321,1917.321,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,2879.746,2879.746,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,2904.37,2904.37,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,3215.899,3215.899,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,3672.899,3672.899,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,3678.295,3678.295,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,head out,,,POINT,3694.445,3694.445,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,chick,calling,None,,POINT,3766.331,3766.331,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,SURO,stat,,,STATE,726.907,731.826,4.919
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,SURO,stat,,,STATE,1925.9,1929.796,3.896
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,SURO,feeding chicks,unidentified,obscured,POINT,722.002,722.002,NA
2017-06-27_5A_r5_NB5A4_A_proofed,2017-06-27_5A_r5_NB5A4_A,SURO,feeding chicks,unidentified,obscured,POINT,1563.021,1563.021,NA
